SA1_7DIGITCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
1144711,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,4
1144712,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5
1144713,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,0,15
1144714,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,8,6,0,18
1144715,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
1144716,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,4
1144717,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,4,3,0,11
1144718,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,9,0,0,8
1144719,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,3,0,8
1144720,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,4,0,14
1144721,0,0,0,0,0,0,0,0,0,4,3,0,13,0,0,0,13,12,0,23
1144722,0,0,0,0,0,0,0,0,0,14,3,0,15,0,0,0,21,7,0,26
1144723,0,0,0,0,0,0,0,0,0,8,10,0,18,0,0,0,18,3,0,25
1144724,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,6
1144725,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,9,9,0,20
1144726,0,0,0,0,0,0,0,0,0,9,3,0,17,0,3,3,18,4,0,21
1144727,0,0,0,0,0,0,0,0,0,8,3,0,11,0,0,0,7,12,0,19
1144728,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,11,6,0,17
1144729,0,0,0,0,0,0,0,0,0,3,8,0,12,3,0,3,21,16,0,35
1144730,0,0,0,0,0,0,0,0,0,19,7,0,23,0,3,3,27,17,0,40
1144731,0,0,0,0,0,0,0,0,0,8,12,0,22,0,0,3,20,5,0,28
1144732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144733,0,0,0,0,0,0,0,0,0,10,6,0,22,0,0,0,22,5,0,29
1144734,0,0,0,0,0,0,0,0,0,5,14,0,16,3,0,3,25,0,0,26
1144735,0,0,0,0,0,0,0,0,0,8,5,0,11,0,0,0,6,5,0,13
1144736,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,0,4
1144737,0,0,0,0,0,0,0,0,0,12,3,0,16,0,0,5,18,3,0,25
1144738,0,0,0,0,0,0,0,0,0,9,7,0,14,0,0,0,14,9,0,24
1144739,0,0,0,0,0,0,0,0,0,5,6,0,10,3,0,3,18,8,0,27
1144740,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,14,3,0,15
1144741,0,0,0,0,0,0,0,0,0,7,6,0,11,3,0,5,19,4,0,21
1144742,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,8
1144743,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4
1144801,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,5
1144802,0,0,0,0,0,0,0,0,0,7,8,0,15,0,0,0,11,3,0,14
1144803,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6
1144804,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,5,0,0,7
1144805,0,0,0,0,0,0,0,0,0,6,8,0,9,0,0,0,9,12,0,21
1144806,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,0,0,5
1144807,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,10,3,0,12
1144808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144809,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,3,0,8
1144810,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,9
1144811,0,0,0,0,0,0,0,0,0,13,0,4,16,0,0,0,13,3,0,19
1144812,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,7
1144813,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,5
1144814,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,3,0,8
1144815,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,3,0,5
1144816,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,7
1144817,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,6,4,0,13
1144818,0,0,0,0,0,0,0,0,0,9,3,0,9,0,0,0,14,0,0,13
1144819,0,0,0,0,0,0,0,0,0,5,7,0,7,0,0,0,13,3,0,13
1144820,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,3,0,14
1144821,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,10,3,0,10
1144822,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,3,0,9
1144823,0,0,0,0,0,0,3,0,3,12,5,0,14,0,0,0,17,5,0,24
1144824,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,6,4,0,10
1144901,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,7,8,0,18
1144902,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,10,7,0,16
1144903,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,7,9,0,11
1144904,0,0,0,0,0,0,0,0,0,8,4,0,15,0,0,0,15,11,0,26
1144905,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,7,6,0,17
1144906,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,3,6,4,0,10
1144907,0,0,0,0,0,0,0,0,0,6,7,0,16,0,0,0,18,10,0,27
1144908,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
1144909,0,0,0,0,0,0,0,0,0,6,7,0,14,0,0,0,13,8,0,19
1144910,0,0,0,0,0,0,0,0,0,4,10,0,12,0,0,0,11,5,0,23
1144911,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,9
1144912,0,0,0,0,0,0,0,0,0,10,9,0,13,0,0,0,13,12,0,27
1144913,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,13,6,0,20
1144914,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,5,4,0,13
1144915,0,0,0,0,0,0,0,0,0,10,8,0,13,0,3,3,18,11,0,25
1145001,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,3,0,13
1145002,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,10,3,0,15
1145003,0,0,0,0,0,0,0,0,0,8,4,0,9,0,0,0,10,8,0,18
1145004,0,0,0,0,0,0,0,0,0,8,5,0,13,0,0,0,13,3,0,13
1145005,0,0,0,0,0,0,0,0,0,8,0,3,7,0,0,0,7,3,0,15
1145006,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,0,0,8
1145007,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,0,0,10
1145008,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,6,6,0,15
1145009,0,0,0,0,0,0,0,0,0,9,5,0,13,0,0,0,13,3,0,15
1145010,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,5,0,13
1145011,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,8,7,0,21
1145012,0,0,0,0,0,0,0,0,0,7,8,0,12,0,0,0,12,8,0,21
1145013,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,4,0,0,8
1145014,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,10,0,17
1145015,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,12,6,0,19
1145016,0,0,0,0,0,0,0,0,0,8,5,0,13,3,3,6,14,11,0,30
1145017,0,0,0,0,0,0,0,0,0,8,4,0,10,0,3,3,11,4,0,13
1145018,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,11,3,0,14
1145019,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,9,4,0,15
1145020,0,0,0,0,0,0,0,0,0,3,7,0,8,0,0,0,8,0,0,11
1145021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145022,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,13,4,0,10
1145023,0,0,0,0,0,0,0,0,0,11,5,0,16,0,0,0,16,11,0,29
1145024,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,0,10,5,0,15
1145025,0,0,0,0,0,0,0,0,0,5,3,0,5,0,0,0,5,8,0,10
1145026,0,0,0,0,0,0,0,0,0,5,7,0,7,0,0,0,12,18,0,24
1145027,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,8,0,20
1145028,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,3,0,12
1145029,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,13,3,0,9
1145030,0,0,0,0,0,0,0,0,0,6,7,0,8,0,0,0,8,0,0,8
1145031,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,8
1145032,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,6
1145033,0,0,0,0,0,0,0,0,0,12,0,0,19,0,0,0,19,9,0,31
1145034,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,7,5,0,8
1145035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145036,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,6,7,0,12
1145037,0,0,0,0,0,0,0,0,0,3,11,0,13,0,0,0,13,0,0,15
1145038,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,8,6,0,18
1145039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145040,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,9,5,0,11
1145041,0,0,0,0,0,0,0,0,0,17,5,0,23,0,0,0,23,8,0,29
1145042,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,7,0,9
1145043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145044,0,0,0,0,0,0,0,0,0,8,6,0,17,0,0,0,17,0,0,16
1145045,0,0,0,0,0,0,0,0,0,10,3,0,12,0,0,0,12,0,0,10
1145046,0,0,0,0,0,0,0,0,0,10,3,0,15,0,0,0,15,3,0,12
1145047,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,8,0,0,8
1145048,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,9,4,0,15
1145049,0,0,0,0,0,0,0,0,0,8,3,0,7,0,0,3,9,3,0,20
1145050,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,4,0,8
1145051,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,7
1145101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145201,0,0,0,0,0,0,0,0,0,7,7,0,15,0,0,0,11,6,0,19
1145202,0,0,0,0,0,0,0,0,0,6,6,0,11,0,0,0,15,8,0,20
1145203,0,0,0,0,0,0,0,0,0,5,0,0,11,0,3,3,9,15,0,25
1145204,0,0,0,0,0,0,0,0,0,7,7,0,16,0,0,0,16,5,0,23
1145205,0,0,0,0,0,0,0,0,0,6,17,0,28,0,0,0,30,10,0,43
1145206,0,0,0,0,0,0,0,0,0,4,6,0,7,0,3,3,7,7,0,20
1145207,0,0,0,0,0,0,0,0,0,3,13,0,19,0,0,0,19,11,0,25
1145208,0,0,0,0,0,0,0,0,0,5,4,0,12,0,0,0,12,7,0,13
1145209,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,9,3,0,8
1145210,0,0,0,0,0,0,0,0,0,3,6,0,10,0,0,0,8,6,0,22
1145211,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,8,9,0,18
1145212,0,0,0,0,0,0,0,0,0,3,9,0,12,0,0,0,12,14,0,25
1145213,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,3,13,12,0,28
1145214,0,0,0,0,0,0,0,0,0,6,4,0,10,0,0,3,15,14,0,25
1145215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145216,0,0,0,0,0,0,0,0,0,8,3,0,6,0,0,0,6,12,0,21
1145217,0,0,0,0,0,0,0,0,0,7,14,0,19,0,0,0,20,9,0,28
1145218,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,17
1145219,0,0,0,0,0,0,0,0,0,8,3,0,7,0,0,0,7,5,0,15
1145220,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,0,10,3,0,12
1145221,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,10,10,0,12
1145222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145223,0,0,0,0,0,0,0,0,0,3,9,0,8,0,0,0,10,12,0,21
1145224,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,5,0,17
1145225,0,0,0,0,0,0,0,0,0,3,10,0,13,0,0,0,13,4,0,18
1145226,0,0,0,0,0,0,0,0,0,4,7,0,6,0,0,0,6,3,0,12
1145227,0,0,0,0,0,0,0,0,3,3,3,0,9,0,0,0,9,4,0,11
1145228,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,7,0,12
1145229,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,9,0,9
1145230,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,9
1145231,0,0,0,0,0,0,0,0,0,3,15,0,17,0,0,0,17,11,0,24
1145232,0,0,0,0,0,0,0,0,0,10,4,0,12,0,0,0,12,11,0,21
1145233,0,0,0,0,0,0,0,0,0,9,4,3,16,0,0,0,16,3,0,19
1145234,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,5,11,0,19
1145235,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,12
1145236,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,3,8,4,0,18
1145237,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,11
1145301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145302,0,0,0,0,0,0,0,0,0,7,3,0,7,3,0,3,14,4,0,15
1145303,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,12,5,0,16
1145304,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,5,0,9
1145305,0,0,0,0,0,0,0,0,0,9,10,0,18,0,0,0,16,5,0,23
1145306,0,0,0,0,0,0,0,0,0,10,10,3,21,0,0,0,26,9,0,34
1145307,0,0,0,0,0,0,0,0,0,10,9,0,17,0,0,0,17,13,0,33
1145308,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,3,0,6
1145309,0,0,0,0,0,0,0,0,0,4,9,0,11,0,0,0,11,9,0,27
1145310,0,0,0,0,0,0,0,0,0,3,6,0,14,0,0,0,14,8,0,21
1145311,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,7,0,13
1145312,0,0,0,0,0,0,0,0,0,11,5,3,18,0,0,0,18,3,0,21
1145313,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,0,6,4,0,12
1145314,0,0,0,0,0,0,0,0,0,7,6,0,7,0,0,0,7,3,0,10
1145315,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,3,5,0,13
1145316,0,0,0,0,0,0,3,0,3,6,13,3,19,0,0,0,16,6,0,28
1145317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145318,0,0,0,0,0,0,0,0,0,7,6,0,11,0,0,0,16,6,0,25
1145319,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,13,10,0,22
1145320,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,12,3,0,15
1145321,0,0,0,0,0,0,0,0,0,9,5,0,19,0,0,0,17,4,0,28
1145322,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,9,7,0,12
1145323,0,0,0,0,0,0,0,0,0,4,7,0,16,0,0,0,13,0,0,13
1145324,0,0,0,0,0,0,0,0,0,9,13,0,20,0,0,0,20,9,0,20
1145325,0,0,0,0,0,0,0,0,0,6,3,0,16,0,0,0,16,3,0,13
1145326,0,0,0,0,0,0,0,0,0,8,13,0,18,0,0,3,24,10,0,32
1145327,0,0,0,0,0,0,0,0,0,8,8,3,20,0,0,0,19,10,0,33
1145328,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,8,0,11
1145401,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,6,0,14
1145402,0,0,0,0,0,0,0,0,0,9,9,0,19,0,0,0,19,8,0,29
1145403,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,0,0,5
1145404,0,3,0,0,0,3,0,0,3,14,6,0,20,0,0,0,20,3,0,24
1145405,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,9,5,0,15
1145406,0,0,0,0,0,0,0,0,0,4,5,0,13,0,0,0,13,7,0,16
1145407,0,0,0,0,0,0,0,0,0,7,5,0,20,0,0,0,15,5,0,27
1145408,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,8
1145409,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,11,3,0,12
1145410,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,3,0,13
1145411,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,15,8,0,24
1145412,0,0,0,0,0,0,0,0,0,7,8,0,13,0,0,0,19,4,0,21
1145413,0,0,0,0,0,0,0,0,0,12,4,0,16,0,0,0,16,4,0,26
1145414,0,0,0,0,0,0,0,0,0,7,4,0,15,0,0,3,17,3,0,23
1145415,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,13,8,0,17
1145416,0,0,0,0,0,0,0,0,0,7,3,0,7,0,0,0,11,3,0,14
1145417,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,9,7,0,20
1145418,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,10,3,0,10
1145419,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,3,0,8
1145420,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,6,5,0,14
1145421,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,11,3,0,14
1145422,0,0,0,0,0,0,0,0,0,7,3,0,16,0,0,0,13,7,0,25
1145423,0,0,0,0,0,0,0,0,0,8,5,0,16,0,0,0,16,7,0,18
1145424,0,0,0,0,0,0,0,0,0,10,7,0,10,0,0,0,10,4,0,16
1145425,0,0,0,0,0,0,0,0,0,11,5,0,14,0,0,0,14,4,0,15
1145426,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,9,3,0,16
1145427,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,4,0,13
1145428,0,0,0,0,0,0,0,0,0,13,3,0,13,0,0,0,13,0,0,13
1145429,0,0,0,0,0,0,0,0,0,11,3,3,9,0,0,0,9,3,0,13
1145430,0,0,0,0,0,0,0,0,0,5,4,3,13,0,0,0,13,5,0,21
1145431,0,0,0,0,0,0,0,0,0,4,9,0,10,0,0,0,13,3,0,14
1145432,0,0,0,0,0,0,0,0,0,4,3,0,13,0,0,0,13,3,0,14
1145433,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,4,0,15
1145434,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9
1145435,0,0,0,0,0,0,0,0,0,11,10,0,18,0,0,0,17,8,0,31
1145436,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,9,9,0,11
1145437,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,6
1145438,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,11,7,0,19
1145439,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,0,12,0,0,11
1145440,0,0,0,0,0,0,0,0,0,10,6,0,11,0,0,0,11,0,0,13
1145441,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,8,3,0,13
1145442,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,13,5,0,18
1145443,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,9,0,12
1145444,0,0,0,0,0,0,0,0,0,11,3,0,14,0,0,0,14,11,0,26
1145445,0,0,0,0,0,0,0,0,0,9,6,0,12,0,0,0,19,10,0,24
1145446,0,0,0,0,0,0,0,0,0,11,4,0,16,0,0,0,16,10,0,21
1145447,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,14,10,0,23
1145448,0,0,0,0,0,0,0,0,0,7,3,0,12,0,0,0,12,3,0,14
1145449,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,9,8,0,13
1145450,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,0,10,0,0,14
1145451,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,8,5,0,12
1145501,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,12,3,0,12
1145502,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,6,3,0,10
1145503,0,0,0,0,0,0,0,0,0,10,3,0,15,0,0,0,14,11,0,19
1145504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9
1145505,0,0,0,0,0,0,0,0,0,10,6,0,15,0,0,0,15,10,0,21
1145506,0,0,0,0,0,0,0,0,0,5,3,0,14,0,0,0,15,5,0,21
1145507,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,7,5,0,11
1145508,0,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,5,3,0,8
1145509,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,11,9,0,17
1145510,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,6,0,0,9
1145511,0,0,0,0,0,0,0,0,0,9,6,0,14,0,0,0,14,6,0,20
1145512,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,12,9,0,17
1145513,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,10
1145514,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,8,0,0,8
1145515,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,17,0,21
1145601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145701,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,15,6,0,15
1145702,0,0,0,0,0,0,0,0,0,13,0,0,11,0,0,0,11,3,0,18
1145703,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,6,0,0,13
1145704,0,0,0,0,0,0,0,0,0,7,12,0,17,3,3,3,24,15,0,36
1145705,0,0,0,0,0,0,0,0,0,6,7,0,17,0,3,3,15,18,0,37
1145706,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,12,4,0,13
1145707,0,0,0,0,0,0,0,0,0,11,4,0,16,0,0,0,16,3,0,17
1145708,0,0,0,0,0,0,0,0,0,11,3,0,11,0,0,0,11,4,0,16
1145709,0,0,0,0,0,0,0,0,0,4,3,0,9,0,3,3,12,20,0,31
1145710,0,0,0,0,0,0,0,0,0,8,6,0,12,0,0,0,12,6,0,18
1145711,0,0,0,0,0,0,0,0,0,14,5,0,16,0,0,0,16,4,0,27
1145712,0,0,0,0,0,0,0,0,0,14,6,0,26,0,0,0,25,15,0,39
1145713,0,0,0,0,0,0,0,0,0,7,4,0,10,7,0,7,15,26,0,39
1145714,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,6,8,0,16
1145715,0,3,0,0,0,3,0,0,3,12,8,3,17,0,0,0,17,21,0,39
1145716,0,0,0,0,0,0,0,0,0,8,9,0,14,0,0,0,12,3,0,15
1145717,0,0,0,0,0,0,0,0,0,13,6,0,22,3,3,3,23,21,0,43
1145718,0,0,0,0,0,0,0,0,3,11,12,0,25,4,0,3,31,12,0,38
1145719,0,0,0,0,0,0,0,0,0,9,6,0,8,0,0,0,8,7,0,18
1145720,0,0,0,0,0,0,0,0,0,8,4,0,9,0,0,0,9,10,0,19
1145721,0,0,0,0,0,0,0,0,0,11,4,0,16,0,0,0,16,13,0,28
1145722,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,15,0,0,16
1145723,0,0,0,0,0,0,0,0,0,4,11,0,16,0,0,0,12,3,0,17
1145724,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,4,0,14
1145725,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,6,7,0,17
1145726,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,0,14
1145727,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,8,3,0,10
1145728,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,9,3,0,12
1145729,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,7,6,0,9
1145730,0,0,0,0,0,0,0,0,0,5,5,0,11,0,0,0,11,7,0,20
1145731,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,3,0,7
1145732,0,0,0,0,0,0,0,0,0,5,3,0,14,0,0,0,14,12,0,23
1145733,0,0,0,0,0,0,0,0,0,5,0,0,9,4,0,4,13,4,0,24
1145734,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,13,11,0,24
1145735,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,3,0,11
1145736,0,0,0,0,0,0,0,0,0,6,3,0,11,0,0,0,11,0,0,13
1145737,0,0,0,0,0,0,0,0,0,6,5,0,15,0,0,0,13,5,0,20
1145738,0,0,0,0,0,0,0,0,0,7,4,0,16,0,0,0,12,13,0,23
1145739,0,0,0,0,0,0,0,0,0,9,4,0,14,0,0,0,12,11,0,18
1145740,0,0,0,0,0,0,0,0,0,8,10,0,18,0,0,0,19,9,0,29
1145741,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,8,8,0,17
1145801,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,6,0,0,8
1145802,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,9,0,0,7
1145803,0,0,0,0,0,0,0,0,0,9,7,3,17,0,0,0,17,4,0,23
1145804,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,3,0,7
1145805,0,0,0,0,0,0,0,0,0,6,7,0,14,0,0,0,13,4,0,19
1145806,0,0,0,0,0,0,0,0,0,6,5,0,12,0,0,0,12,6,0,20
1145807,0,0,0,0,0,0,0,0,0,9,3,4,16,3,0,3,20,4,0,21
1145808,0,0,0,0,0,0,0,0,0,6,4,0,11,0,0,3,11,4,0,19
1145809,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,4,0,11
1145810,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,12,3,0,11
1145811,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,7,3,0,8
1145812,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,9,4,0,12
1145813,0,0,0,0,0,0,0,0,0,14,11,0,23,0,0,0,23,14,0,34
1145814,0,0,0,0,0,0,0,0,0,14,5,3,15,0,0,0,15,12,0,30
